#Describes primitives of the scene
#x,y,z,nx,ny,nz,primitiveId,orientationId,used
0.229065,0.02732,0,0,-1,0,0,0,1
0.03127,0.199455,0,-1,0,0,2,0,1
0.37379,0.34719,0,0,1,0,4,0,1
0.54264,0.22753,0,1,0,0,5,0,1
0.80057,0.5677,0,0.312838,-0.949807,0,7,7,1
0.552375,0.68883,0,-0.95205,-0.305942,0,8,7,1
0.65857,0.926685,0,-0.312835,0.949807,0,9,9,1
0.874565,0.873595,0,0.903962,0.427613,0,10,10,1
