6712.07,212.994,6486.08,13
10296,348.383,9923.62,24
19256.3,400.202,18813.1,43
119098,635.153,118381,82
444510,985.528,443384,140
4.00302e+06,1170.21,4.00163e+06,212
8.30635e+06,1245.54,8.30484e+06,270
1.03896e+07,1296.29,1.0388e+07,315
