0.422383964,0.179675519,0.354992956,-0.966547847,0.256484389,-0.001026744,6,11109,1
0.422383964,0.179675519,0.354992956,-0.966547847,0.256484419,-0.001026752,6,11109,-1
0.422383964,0.179675519,0.354992956,-0.939696372,0.341983259,-0.004273663,6,9516,-1
0.422383964,0.179675519,0.354992956,-0.930402100,0.366539001,-0.001072654,6,334,-1
0.422383964,0.179675519,0.354992956,-0.960430920,0.258738816,-0.103085876,6,10355,-1
0.422383964,0.179675519,0.354992956,-0.924721658,0.374944627,0.065623298,6,10365,-1
0.422383964,0.179675519,0.354992956,-0.984392047,0.175958246,0.003315727,6,9627,-1
0.422383964,0.179675519,0.354992956,-0.989505112,0.127718091,-0.067585006,6,7742,-1
0.422383964,0.179675519,0.354992956,-0.936068475,0.351729095,0.007900561,6,9688,-1
0.422383964,0.179675519,0.354992956,-0.966471672,0.255961806,0.020397503,6,10434,-1
0.422383964,0.179675519,0.354992956,-0.957841337,0.261431634,0.119136207,6,1840,-1
0.422383964,0.179675519,0.354992956,0.925205171,-0.335423142,-0.177445099,6,10514,-1
0.422383964,0.179675519,0.354992956,-0.980929911,0.194316238,-0.004195195,6,1859,-1
0.422383964,0.179675519,0.354992956,-0.966559291,0.255799234,0.018165763,6,9714,-1
0.422383964,0.179675519,0.354992956,-0.935509324,0.331026047,-0.123467095,6,1932,-1
0.422383964,0.179675519,0.354992956,-0.966345906,0.256148100,0.023743788,6,10447,-1
0.422383964,0.179675519,0.354992956,-0.932676375,0.360711485,0.001431179,6,10458,-1
0.422383964,0.179675519,0.354992956,-0.944381773,0.290346056,-0.154409781,6,2310,-1
0.422383964,0.179675519,0.354992956,-0.993691266,0.111591876,-0.011176616,6,2317,-1
0.422383964,0.179675519,0.354992956,-0.965991437,0.256687015,0.031181846,6,9780,-1
0.422383964,0.179675519,0.354992956,-0.927547514,0.371401697,-0.041429069,6,10126,-1
0.422383964,0.179675519,0.354992956,-0.939646602,0.342146248,-0.000333638,6,10514,-1
0.422383964,0.179675519,0.354992956,-0.961968958,0.273158669,0.000119749,6,9891,-1
0.422383964,0.179675519,0.354992956,-0.947383523,0.320100605,0.000219384,6,10532,-1
0.422383964,0.179675519,0.354992956,-0.975457430,0.203401819,-0.084323622,6,10547,-1
0.422383964,0.179675519,0.354992956,-0.958952665,0.247277543,0.138793275,6,10565,-1
