0.305047899,0.661667883,0.136580020,0.001171006,0.999975443,0.006915818,0,170,1
0.408867896,0.607668936,0.279112130,-0.003139188,-0.706011176,-0.708193839,1,170,1
0.009829270,0.391568363,0.132789314,0.999993980,-0.001148333,-0.003287785,17,170,1
0.383363485,0.498718172,0.272860020,0.001507927,-0.708199799,0.706010520,32,170,1
0.069790162,0.190787524,0.278489351,-0.707336307,-0.004060403,0.706865609,36,170,1
0.182976514,0.235545918,0.263168305,0.706869483,-0.005719636,0.707320869,39,170,1
0.104969904,0.009984617,0.143518060,0.001171006,0.999975443,0.006915818,43,170,1
0.225591287,0.208572745,0.116693899,0.999993980,-0.001148333,-0.003287785,47,170,1
0.458137274,0.445706189,0.113370098,0.001171006,0.999975443,0.006915818,59,170,1
0.657839596,0.565643072,0.150793254,0.999993980,-0.001148333,-0.003287785,96,170,1
