1.5613,0.302412
1.56089,0.353562
0.0198735,-0.532646
0.0198735,-0.532646
1.5613,0.302412
3.12036,0.953888
1.5613,0.302412
0.0198735,-0.532646
0.0198735,-0.532646
1.58062,0.452674
1.59058,0.140111
1.5613,0.302412
1.56031,-0.44767
1.10228,-0.450044
0.0198735,-0.532646
0.223322,-1.07577
1.58411,-0.00579119
2.03709,0.588781
1.5613,0.302412
1.5613,0.302412
1.5613,0.302412
3.05827,0.857967
2.07325,0.00792754
2.14142,0.609851
1.5613,0.302412
2.53221,0.644677
1.56031,-0.44767
1.58819,0.04649
1.5507,-0.132564
0.0198735,-0.532646
3.05453,0.915228
0.0198735,-0.532646
1.56528,0.398999
3.01001,0.480125
1.58819,0.04649
1.5613,0.302412
0.0198735,-0.532646
1.5613,0.302412
1.55789,0.214219
1.5613,0.302412
0.0198735,-0.532646
1.08207,0.115628
0.0198735,-0.532646
1.58819,0.04649
0.871466,0.0235214
0.0198735,-0.532646
0.0198735,-0.532646
2.55179,0.280905
0.799931,-0.6707
1.5613,0.302412
0.824982,-0.57256
2.73796,0.506794
1.34062,0.117847
1.5613,0.302412
0.0198735,-0.532646
1.55835,0.223425
0.0198735,-0.532646
1.57087,0.562064
2.96708,0.75574
1.5613,0.302412
2.87862,0.307389
1.56277,-0.267682
1.8913,-0.338647
1.066,-0.0164076
1.55354,0.331257
2.77324,1.05001
0.0198735,-0.532646
1.19303,0.0704167
3.12036,0.953888
0.0198735,-0.532646
1.5613,0.302412
0.0198735,-0.532646
2.98366,0.581564
1.56659,0.50888
0.982294,0.110653
1.5613,0.302412
0.538122,-0.171792
2.36301,-0.0883089
1.5613,0.302412
1.12184,0.0548868
0.0198735,-0.532646
2.97956,0.998652
2.38434,0.48635
1.56634,0.554344
1.5613,0.302412
0.969097,-0.684943
0.535313,-0.542441
1.5613,0.302412
1.5613,0.302412
1.2029,-0.39447
1.5613,0.302412
1.55789,0.214219
1.5613,0.302412
0.0198735,-0.532646
1.12023,-0.862156
0.0198735,-0.532646
1.5613,0.302412
1.55789,0.214219
2.89989,0.437756
0.0198735,-0.532646
