1.57131,-0.136365
1.57163,-0.0566612
1.8463,-0.270747
0.00568825,-0.207979
1.57655,0.632511
0.0141818,-0.203443
0.00383365,-0.186809
2.01007,-0.134213
1.57131,-0.0528494
1.58497,0.313613
0.00568825,-0.580563
1.56268,-0.313147
2.00573,0.480222
1.56854,-0.424439
1.5772,0.322454
1.30408,0.278772
0.81234,-0.119259
1.57623,0.310341
1.56268,-0.3107
0.0543919,-0.313119
1.26776,0.288693
1.5821,0.326756
0.0141818,-0.240246
1.02223,-0.522981
1.57163,-0.0571199
0.00568825,-0.587836
0.0141818,-0.190722
1.73252,0.473288
1.57534,0.311208
1.57623,0.316971
1.57463,0.14582
0.0543919,-0.362354
1.26776,0.194384
1.57534,0.360908
0.0141818,-0.34382
0.0543919,-0.572623
0.00383365,-0.567217
2.03538,0.34036
1.57163,-0.064155
0.274606,-0.337112
1.73587,0.68351
1.26776,0.210242
1.73252,0.616054
1.73252,0.421923
1.57655,0.441185
1.56854,-0.415954
0.0543919,-0.29679
0.967908,0.070801
1.57163,-0.0640743
1.56447,-0.437879
1.26776,0.179332
1.73252,0.480528
1.56219,-0.318432
1.26776,0.231973
0.00568825,-0.497362
0.00383365,-0.425386
1.57463,0.382837
1.16526,0.236581
1.56268,-0.477223
1.56854,-0.367667
0.0543919,-0.473291
1.57163,-0.0563499
0.00383365,-0.575312
1.56854,-0.520689
2.09263,0.5613
1.26776,0.217778
2.0198,0.214926
2.70398,0.360022
1.57163,-0.0559492
0.0141818,-0.585124
1.73252,0.50957
1.56854,-0.478693
0.0141818,-0.574266
1.59297,0.330536
0.81234,-0.0891359
1.57655,0.318032
2.53619,-0.178322
1.56854,-0.424292
1.36438,0.313865
0.0141818,-0.557743
1.73252,0.373102
0.0141818,-0.575017
1.73712,0.475918
1.57131,-0.0663926
1.28204,0.280378
0.00568825,-0.368632
1.68099,0.0143247
0.0141818,-0.365783
2.53619,0.0277938
1.71056,0.502946
1.56268,-0.591582
2.89022,0.351192
0.00383365,-0.405825
1.58974,0.328003
1.84788,0.498268
1.63069,0.0973976
1.57534,0.308818
1.56854,-0.354092
0.00568825,-0.495317
1.73252,0.447204
1.57463,0.19607
2.85022,0.478329
1.56268,-0.405544
0.00383365,-0.468842
0.81234,-0.174698
1.10854,-0.488574
0.81234,-0.174632
2.53619,0.0161714
1.57131,-0.0662723
0.385025,-0.367886
1.26776,0.219518
1.57131,-0.0662009
1.57125,0.568722
0.715214,-0.37706
0.957765,-0.389567
1.02223,-0.551768
2.28715,0.0448995
0.0999961,-0.570778
1.02223,-0.703465
0.0543919,-0.366814
3.03347,0.280861
1.57534,0.326688
1.57655,0.445049
1.57131,-0.0663175
1.57163,-0.0588964
1.57163,-0.0559441
1.74372,0.50054
1.85808,-0.252223
0.0543919,-0.492174
1.56051,0.240979
1.66994,0.473696
2.01423,0.563652
1.73252,0.446959
1.59605,0.333368
1.57131,-0.0662805
0.81234,-0.0639846
2.01776,0.155147
1.57131,-0.0662814
1.26776,0.236233
1.57655,0.361224
0.128237,-0.455387
0.490252,-0.150654
1.48691,0.415621
1.26776,0.19272
1.49633,0.352672
0.00383365,-0.56399
1.57131,-0.0662777
2.32786,0.0962856
0.81234,0.290775
2.59314,0.0366998
1.13009,0.114716
0.0141818,-0.485768
1.02223,-0.566314
1.02223,-0.511745
1.60049,-0.0439513
2.25185,0.540123
0.00383365,-0.458096
1.02223,-0.362855
1.67986,-0.0137081
1.57463,0.196738
0.81234,-0.146516
1.57163,-0.0559779
1.5671,-0.156542
1.19667,-0.475403
0.00383365,-0.417543
1.56268,-0.321251
1.39716,-0.167968
1.26776,0.188945
1.56268,-0.358751
1.57163,-0.0547335
1.56854,-0.501276
1.00953,0.109897
1.02223,-0.518726
2.53619,0.0359366
2.12664,-0.0827554
1.55911,0.44592
1.73252,0.493441
1.57131,-0.0662621
1.57163,-0.0587417
0.353427,-0.589902
1.52407,-0.109626
1.28394,0.244667
1.5808,-0.254537
1.88302,-0.209818
1.69465,0.376747
2.6977,0.452598
1.57463,0.196421
2.3222,0.613575
0.0543919,-0.477546
1.57163,-0.0552503
1.57131,-0.066432
0.550695,-0.143029
1.57463,0.19655
1.57131,-0.0712515
1.58404,0.468839
1.57163,-0.112484
1.85486,0.381073
1.58497,0.325814
0.0141818,-0.576826
