0.312688291,0.553399682,0.000000000,-0.999994993,-0.003174400,0.000000000,0,0,-1,-1
0.309064060,0.341227233,0.000000000,-0.999998927,0.001489862,0.000000000,1,1,-1,-1
0.581545651,0.549077511,0.000000000,-0.000667453,-0.999999821,0.000000000,2,2,-1,-1
0.008251010,0.442514896,0.000000000,-0.999988317,-0.004839970,0.000000000,3,3,-1,-1
0.511515677,0.000285875,0.000000000,0.008869952,-0.999960661,0.000000000,4,4,-1,-1
0.999961078,0.324786276,0.000000000,-0.999914467,-0.013080432,0.000000000,5,5,-1,-1
0.677327275,-0.006339137,0.000000000,-0.219124019,-0.975697041,0.000000000,6,6,-1,-1
0.467320770,0.553072929,0.000000000,-0.999853253,-0.017133111,0.000000000,7,7,-1,-1
0.312675834,0.813526213,0.000000000,-0.999985695,-0.005364093,0.000000000,8,8,-1,-1
0.467282087,0.642359376,0.000000000,-1.000000000,-0.000257240,0.000000000,9,9,-1,-1
0.789049029,0.004098256,0.000000000,0.079607889,-0.996826291,0.000000000,10,10,-1,-1
0.999668181,0.258765846,0.000000000,-0.941296160,-0.337581873,0.000000000,11,11,-1,-1
0.007894312,0.918226838,0.000000000,-0.999052167,-0.043529253,0.000000000,12,12,-1,-1
0.854965448,-0.009062065,0.000000000,-0.767145336,-0.641473353,0.000000000,13,13,-1,-1
1.008384943,0.360227495,0.000000000,0.649687946,-0.760201037,0.000000000,14,14,-1,-1
0.008738981,0.918598294,0.000000000,-0.998208642,-0.059829291,0.000000000,15,15,-1,-1
0.078010671,0.998408437,0.000000000,-0.725762606,-0.687945306,0.000000000,16,16,-1,-1
0.995101810,0.080388755,0.000000000,-0.976410806,0.215921357,0.000000000,17,17,-1,-1
0.392147094,0.999035954,0.000000000,-0.022693263,-0.999742508,0.000000000,18,18,-1,-1
1.004887819,0.338289171,0.000000000,-0.997547150,0.069998160,0.000000000,19,19,-1,-1
0.467310995,0.560276031,0.000000000,-0.997660041,0.068369634,0.000000000,20,20,-1,-1
0.071249180,1.000161052,0.000000000,-0.054979585,-0.998487532,0.000000000,21,21,-1,-1
1.002290606,0.421737522,0.000000000,-0.997674644,0.068156570,0.000000000,22,22,-1,-1
0.470133603,0.549081504,0.000000000,-0.018161956,-0.999835074,0.000000000,23,23,-1,-1
0.235641509,-0.004346170,0.000000000,-0.980514526,-0.196446612,0.000000000,24,24,-1,-1
0.430392981,0.003855075,0.000000000,0.259015679,-0.965873182,0.000000000,25,25,-1,-1
0.376789093,0.000857298,0.000000000,-0.002548879,-0.999996781,0.000000000,26,26,-1,-1
0.101028867,0.583668411,0.000000000,-0.007224894,-0.999973893,0.000000000,27,27,-1,-1
0.014153830,0.866209865,0.000000000,-0.888176858,-0.459501863,0.000000000,28,28,-1,-1
0.150340796,0.998451829,0.000000000,-0.988103092,-0.153792903,0.000000000,29,29,-1,-1
0.081394807,1.000607967,0.000000000,-0.014630468,-0.999893010,0.000000000,30,30,-1,-1
0.369096309,1.010190964,0.000000000,0.289427310,-0.957199991,0.000000000,31,31,-1,-1
0.000000000,0.000000000,0.000000000,-nan,-nan,-nan,32,32,-1,-1
0.012109797,0.430969805,0.000000000,-0.951749980,0.306874573,0.000000000,33,33,-1,-1
0.000000000,0.000000000,0.000000000,-nan,-nan,-nan,34,34,-1,-1
0.467416167,1.005477667,0.000000000,-0.793997824,0.607920647,0.000000000,35,35,-1,-1
0.000000000,0.000000000,0.000000000,-nan,-nan,-nan,36,36,-1,-1
0.007242089,0.292098165,0.000000000,0.698780239,-0.715336442,0.000000000,37,37,-1,-1
1.027075052,0.292261511,0.000000000,0.104513153,-0.994523525,0.000000000,38,38,-1,-1
0.000000000,0.000000000,0.000000000,-nan,-nan,-nan,39,39,-1,-1
0.000000000,0.000000000,0.000000000,-nan,-nan,-nan,40,40,-1,-1
0.000000000,0.000000000,0.000000000,-nan,-nan,-nan,41,41,-1,-1
