0.312688291,0.553399682,0.000000000,-0.999994993,-0.003174400,0.000000000,0,0,-1,-1
0.309064060,0.341227233,0.000000000,-0.999998927,0.001489862,0.000000000,1,1,-1,-1
0.555947602,0.549080968,0.000000000,-0.000762930,-0.999999762,0.000000000,2,2,-1,-1
0.005987596,0.562323213,0.000000000,-0.883562803,-0.468312800,0.000000000,3,3,-1,-1
0.452922493,-0.000240843,0.000000000,0.004290455,-0.999990821,0.000000000,4,4,-1,-1
1.001406074,0.158649474,0.000000000,-0.994428992,0.105408691,0.000000000,5,5,-1,-1
0.008364554,0.426785707,0.000000000,-0.999999642,-0.000835755,0.000000000,6,6,-1,-1
0.000000000,0.000000000,0.000000000,-nan,-nan,-nan,7,7,-1,-1
0.467320770,0.553072929,0.000000000,-0.999853253,-0.017133111,0.000000000,8,8,-1,-1
0.997644544,0.491274655,0.000000000,-0.997997105,-0.063260399,0.000000000,9,9,-1,-1
0.312352717,0.914623380,0.000000000,-0.945549965,0.325477123,0.000000000,10,10,-1,-1
0.467275143,0.636524856,0.000000000,-0.999999881,-0.000643772,0.000000000,11,11,-1,-1
0.312859237,0.778739810,0.000000000,-0.999989629,-0.004573795,0.000000000,12,12,-1,-1
0.651764870,0.001356030,0.000000000,-0.916383326,0.400301933,0.000000000,13,13,-1,-1
0.997336447,0.268660724,0.000000000,-0.759567142,-0.650428951,0.000000000,14,14,-1,-1
0.008694778,0.912254810,0.000000000,-0.998393774,0.056655630,0.000000000,15,15,-1,-1
0.000000000,0.000000000,0.000000000,-nan,-nan,-nan,16,16,-1,-1
1.008384943,0.360227495,0.000000000,0.649687946,-0.760201037,0.000000000,17,17,-1,-1
0.846752763,0.007356794,0.000000000,-0.150629818,-0.988590240,0.000000000,18,18,-1,-1
0.000000000,0.000000000,0.000000000,-nan,-nan,-nan,19,19,-1,-1
0.000000000,0.000000000,0.000000000,-nan,-nan,-nan,20,20,-1,-1
0.391606033,0.999153435,0.000000000,-0.024335427,-0.999703884,0.000000000,21,21,-1,-1
0.727559686,0.007402964,0.000000000,0.414750904,-0.909934998,0.000000000,22,22,-1,-1
1.004999995,0.198355362,0.000000000,-0.935364962,0.353684127,0.000000000,23,23,-1,-1
0.000000000,0.000000000,0.000000000,-nan,-nan,-nan,24,24,-1,-1
0.457586765,-0.000556134,0.000000000,0.479753077,-0.877403557,0.000000000,25,25,-1,-1
1.021605015,0.419387519,0.000000000,0.571593344,-0.820537031,0.000000000,26,26,-1,-1
0.997731924,0.431386143,0.000000000,-0.748359025,0.663293958,0.000000000,27,27,-1,-1
0.467310995,0.560276031,0.000000000,-0.997660041,0.068369634,0.000000000,28,28,-1,-1
0.999001861,0.327110231,0.000000000,-0.983934820,-0.178528517,0.000000000,29,29,-1,-1
0.890161157,0.004066090,0.000000000,-0.843874753,0.536540270,0.000000000,30,30,-1,-1
0.063053653,0.998895586,0.000000000,-0.067391068,-0.997726619,0.000000000,31,31,-1,-1
0.005793707,0.968894601,0.000000000,-0.286651731,-0.958034873,0.000000000,32,32,-1,-1
1.007329941,0.392243505,0.000000000,-0.985339761,-0.170603424,0.000000000,33,33,-1,-1
0.999388993,0.227983341,0.000000000,0.374557227,-0.927203834,0.000000000,34,34,-1,-1
0.968223035,0.007985434,0.000000000,0.379349470,-0.925253510,0.000000000,35,35,-1,-1
0.470587313,0.549102008,0.000000000,0.013659864,-0.999906719,0.000000000,36,36,-1,-1
0.146618992,1.005185008,0.000000000,-0.748189628,-0.663484991,0.000000000,37,37,-1,-1
0.235641509,-0.004346170,0.000000000,-0.980514526,-0.196446612,0.000000000,38,38,-1,-1
0.721606433,-0.000452130,0.000000000,0.211915970,-0.977287889,0.000000000,39,39,-1,-1
0.444408208,0.006858650,0.000000000,-0.890310585,0.455353707,0.000000000,40,40,-1,-1
0.000000000,0.000000000,0.000000000,-nan,-nan,-nan,41,41,-1,-1
